"subject" "activity" "feature" "statistics" "dimension" "mean_value"
"1042" 22 "STANDING" "tBodyAccMag" "mean" "" -0.954807661269841
"1043" 23 "STANDING" "tBodyAccMag" "mean" "" -0.957212267058824
"1044" 24 "STANDING" "tBodyAccMag" "mean" "" -0.950061017681159
"1045" 25 "STANDING" "tBodyAccMag" "mean" "" -0.972663592162162
"1046" 26 "STANDING" "tBodyAccMag" "mean" "" -0.968511694324324
"1047" 27 "STANDING" "tBodyAccMag" "mean" "" -0.972753287375
"1048" 28 "STANDING" "tBodyAccMag" "mean" "" -0.92547165164557
"1049" 29 "STANDING" "tBodyAccMag" "mean" "" -0.984745318923077
"1050" 30 "STANDING" "tBodyAccMag" "mean" "" -0.930573574915254
"1051" 1 "LAYING" "tBodyAccMag" "mean" "" -0.8419291525
"1052" 2 "LAYING" "tBodyAccMag" "mean" "" -0.977435485208333
"1053" 3 "LAYING" "tBodyAccMag" "mean" "" -0.972791346129032
"1054" 4 "LAYING" "tBodyAccMag" "mean" "" -0.954557603148148
"1055" 5 "LAYING" "tBodyAccMag" "mean" "" -0.966777882884615
"1056" 6 "LAYING" "tBodyAccMag" "mean" "" -0.918878850824561
"1057" 7 "LAYING" "tBodyAccMag" "mean" "" -0.936392023846154
"1058" 8 "LAYING" "tBodyAccMag" "mean" "" -0.935308633888889
"1059" 9 "LAYING" "tBodyAccMag" "mean" "" -0.9308684376
"1060" 10 "LAYING" "tBodyAccMag" "mean" "" -0.956781819655172
"1061" 11 "LAYING" "tBodyAccMag" "mean" "" -0.980621180175439
"1062" 12 "LAYING" "tBodyAccMag" "mean" "" -0.9482046755
"1063" 13 "LAYING" "tBodyAccMag" "mean" "" -0.960517768225806
"1064" 14 "LAYING" "tBodyAccMag" "mean" "" -0.905978250196078
"1065" 15 "LAYING" "tBodyAccMag" "mean" "" -0.955340661527778
"1066" 16 "LAYING" "tBodyAccMag" "mean" "" -0.961834634857143
"1067" 17 "LAYING" "tBodyAccMag" "mean" "" -0.953021411126761
"1068" 18 "LAYING" "tBodyAccMag" "mean" "" -0.986456241538462
"1069" 19 "LAYING" "tBodyAccMag" "mean" "" -0.96626080686747
"1070" 20 "LAYING" "tBodyAccMag" "mean" "" -0.960743126176471
"1071" 21 "LAYING" "tBodyAccMag" "mean" "" -0.952596583222222
"1072" 22 "LAYING" "tBodyAccMag" "mean" "" -0.934993799305556
"1073" 23 "LAYING" "tBodyAccMag" "mean" "" -0.962959196805556
"1074" 24 "LAYING" "tBodyAccMag" "mean" "" -0.9718540425
"1075" 25 "LAYING" "tBodyAccMag" "mean" "" -0.56047777609589
"1076" 26 "LAYING" "tBodyAccMag" "mean" "" -0.976785042368421
"1077" 27 "LAYING" "tBodyAccMag" "mean" "" -0.982091652162162
"1078" 28 "LAYING" "tBodyAccMag" "mean" "" -0.95811223025
"1079" 29 "LAYING" "tBodyAccMag" "mean" "" -0.986493196666667
"1080" 30 "LAYING" "tBodyAccMag" "mean" "" -0.969829984285714
"1081" 1 "WALKING" "tBodyGyroJerkMag" "mean" "" -0.298703679084211
"1082" 2 "WALKING" "tBodyGyroJerkMag" "mean" "" -0.547911950338983
"1083" 3 "WALKING" "tBodyGyroJerkMag" "mean" "" -0.566135217931034
"1084" 4 "WALKING" "tBodyGyroJerkMag" "mean" "" -0.6813040365
"1085" 5 "WALKING" "tBodyGyroJerkMag" "mean" "" -0.444532485357143
"1086" 6 "WALKING" "tBodyGyroJerkMag" "mean" "" -0.321290483140351
"1087" 7 "WALKING" "tBodyGyroJerkMag" "mean" "" -0.300022779964912
"1088" 8 "WALKING" "tBodyGyroJerkMag" "mean" "" -0.339129269583333
"1089" 9 "WALKING" "tBodyGyroJerkMag" "mean" "" -0.510253995769231
"1090" 10 "WALKING" "tBodyGyroJerkMag" "mean" "" -0.440363636603774
"1091" 11 "WALKING" "tBodyGyroJerkMag" "mean" "" -0.63073270559322
"1092" 12 "WALKING" "tBodyGyroJerkMag" "mean" "" -0.5174937754
"1093" 13 "WALKING" "tBodyGyroJerkMag" "mean" "" -0.303508210175439
"1094" 14 "WALKING" "tBodyGyroJerkMag" "mean" "" -0.519895046779661
"1095" 15 "WALKING" "tBodyGyroJerkMag" "mean" "" -0.543979500555556
"1096" 16 "WALKING" "tBodyGyroJerkMag" "mean" "" -0.671541834117647
"1097" 17 "WALKING" "tBodyGyroJerkMag" "mean" "" -0.517167440655738
"1098" 18 "WALKING" "tBodyGyroJerkMag" "mean" "" -0.636485896964286
"1099" 19 "WALKING" "tBodyGyroJerkMag" "mean" "" -0.164699977592308
"1100" 20 "WALKING" "tBodyGyroJerkMag" "mean" "" -0.194893253196078
"1101" 21 "WALKING" "tBodyGyroJerkMag" "mean" "" -0.426930725
"1102" 22 "WALKING" "tBodyGyroJerkMag" "mean" "" -0.461999528913043
"1103" 23 "WALKING" "tBodyGyroJerkMag" "mean" "" 0.0115305410508475
"1104" 24 "WALKING" "tBodyGyroJerkMag" "mean" "" -0.507824745862069
"1105" 25 "WALKING" "tBodyGyroJerkMag" "mean" "" -0.678466069054054
"1106" 26 "WALKING" "tBodyGyroJerkMag" "mean" "" -0.51239882559322
"1107" 27 "WALKING" "tBodyGyroJerkMag" "mean" "" -0.562587199473684
"1108" 28 "WALKING" "tBodyGyroJerkMag" "mean" "" -0.546248758518519
"1109" 29 "WALKING" "tBodyGyroJerkMag" "mean" "" -0.506242118113208
"1110" 30 "WALKING" "tBodyGyroJerkMag" "mean" "" -0.472068729846154
"1111" 1 "WALKING_UPSTAIRS" "tBodyGyroJerkMag" "mean" "" -0.59488286509434
"1112" 2 "WALKING_UPSTAIRS" "tBodyGyroJerkMag" "mean" "" -0.572816438541667
"1113" 3 "WALKING_UPSTAIRS" "tBodyGyroJerkMag" "mean" "" -0.658861401355932
"1114" 4 "WALKING_UPSTAIRS" "tBodyGyroJerkMag" "mean" "" -0.686978374423077
"1115" 5 "WALKING_UPSTAIRS" "tBodyGyroJerkMag" "mean" "" -0.47348816787234
"1116" 6 "WALKING_UPSTAIRS" "tBodyGyroJerkMag" "mean" "" -0.342895367921569
"1117" 7 "WALKING_UPSTAIRS" "tBodyGyroJerkMag" "mean" "" -0.661969771960784
"1118" 8 "WALKING_UPSTAIRS" "tBodyGyroJerkMag" "mean" "" -0.400664014146341
"1119" 9 "WALKING_UPSTAIRS" "tBodyGyroJerkMag" "mean" "" -0.672840561836735
"1120" 10 "WALKING_UPSTAIRS" "tBodyGyroJerkMag" "mean" "" -0.523462968510638
"1121" 11 "WALKING_UPSTAIRS" "tBodyGyroJerkMag" "mean" "" -0.757314813888889
"1122" 12 "WALKING_UPSTAIRS" "tBodyGyroJerkMag" "mean" "" -0.674972132307692
"1123" 13 "WALKING_UPSTAIRS" "tBodyGyroJerkMag" "mean" "" -0.631964902181818
"1124" 14 "WALKING_UPSTAIRS" "tBodyGyroJerkMag" "mean" "" -0.399921949557407
"1125" 15 "WALKING_UPSTAIRS" "tBodyGyroJerkMag" "mean" "" -0.663637117708333
"1126" 16 "WALKING_UPSTAIRS" "tBodyGyroJerkMag" "mean" "" -0.737705162156863
"1127" 17 "WALKING_UPSTAIRS" "tBodyGyroJerkMag" "mean" "" -0.637367490625
"1128" 18 "WALKING_UPSTAIRS" "tBodyGyroJerkMag" "mean" "" -0.781652689310345
"1129" 19 "WALKING_UPSTAIRS" "tBodyGyroJerkMag" "mean" "" -0.372790526575
"1130" 20 "WALKING_UPSTAIRS" "tBodyGyroJerkMag" "mean" "" -0.37192841627451
"1131" 21 "WALKING_UPSTAIRS" "tBodyGyroJerkMag" "mean" "" -0.577935642978723
"1132" 22 "WALKING_UPSTAIRS" "tBodyGyroJerkMag" "mean" "" -0.568111869047619
"1133" 23 "WALKING_UPSTAIRS" "tBodyGyroJerkMag" "mean" "" -0.504367150588235
"1134" 24 "WALKING_UPSTAIRS" "tBodyGyroJerkMag" "mean" "" -0.658751629152542
"1135" 25 "WALKING_UPSTAIRS" "tBodyGyroJerkMag" "mean" "" -0.777106026615385
"1136" 26 "WALKING_UPSTAIRS" "tBodyGyroJerkMag" "mean" "" -0.648099850181818
"1137" 27 "WALKING_UPSTAIRS" "tBodyGyroJerkMag" "mean" "" -0.699895090784314
"1138" 28 "WALKING_UPSTAIRS" "tBodyGyroJerkMag" "mean" "" -0.620279797647059
"1139" 29 "WALKING_UPSTAIRS" "tBodyGyroJerkMag" "mean" "" -0.617340803061225
"1140" 30 "WALKING_UPSTAIRS" "tBodyGyroJerkMag" "mean" "" -0.718780256769231
"1141" 1 "WALKING_DOWNSTAIRS" "tBodyGyroJerkMag" "mean" "" -0.295463843346939
"1142" 2 "WALKING_DOWNSTAIRS" "tBodyGyroJerkMag" "mean" "" -0.410872671489362
"1143" 3 "WALKING_DOWNSTAIRS" "tBodyGyroJerkMag" "mean" "" -0.508567577142857
"1144" 4 "WALKING_DOWNSTAIRS" "tBodyGyroJerkMag" "mean" "" -0.592843014888889
"1145" 5 "WALKING_DOWNSTAIRS" "tBodyGyroJerkMag" "mean" "" -0.39719562106383
"1146" 6 "WALKING_DOWNSTAIRS" "tBodyGyroJerkMag" "mean" "" -0.0829366854166667
"1147" 7 "WALKING_DOWNSTAIRS" "tBodyGyroJerkMag" "mean" "" -0.399229959148936
"1148" 8 "WALKING_DOWNSTAIRS" "tBodyGyroJerkMag" "mean" "" -0.126189142894737
"1149" 9 "WALKING_DOWNSTAIRS" "tBodyGyroJerkMag" "mean" "" -0.469028434047619
"1150" 10 "WALKING_DOWNSTAIRS" "tBodyGyroJerkMag" "mean" "" -0.401854311315789
"1151" 11 "WALKING_DOWNSTAIRS" "tBodyGyroJerkMag" "mean" "" -0.599294760652174
"1152" 12 "WALKING_DOWNSTAIRS" "tBodyGyroJerkMag" "mean" "" -0.442831079130435
"1153" 13 "WALKING_DOWNSTAIRS" "tBodyGyroJerkMag" "mean" "" -0.323552439276596
"1154" 14 "WALKING_DOWNSTAIRS" "tBodyGyroJerkMag" "mean" "" -0.275120883488889
"1155" 15 "WALKING_DOWNSTAIRS" "tBodyGyroJerkMag" "mean" "" -0.509466648095238
"1156" 16 "WALKING_DOWNSTAIRS" "tBodyGyroJerkMag" "mean" "" -0.590896636382979
"1157" 17 "WALKING_DOWNSTAIRS" "tBodyGyroJerkMag" "mean" "" -0.540325787826087
"1158" 18 "WALKING_DOWNSTAIRS" "tBodyGyroJerkMag" "mean" "" -0.701663073636364
"1159" 19 "WALKING_DOWNSTAIRS" "tBodyGyroJerkMag" "mean" "" 0.0875816618205128
"1160" 20 "WALKING_DOWNSTAIRS" "tBodyGyroJerkMag" "mean" "" -0.268183423577778
"1161" 21 "WALKING_DOWNSTAIRS" "tBodyGyroJerkMag" "mean" "" -0.452828682444444
"1162" 22 "WALKING_DOWNSTAIRS" "tBodyGyroJerkMag" "mean" "" -0.459579670833333
"1163" 23 "WALKING_DOWNSTAIRS" "tBodyGyroJerkMag" "mean" "" -0.0463117766203704
"1164" 24 "WALKING_DOWNSTAIRS" "tBodyGyroJerkMag" "mean" "" -0.497152238363636
"1165" 25 "WALKING_DOWNSTAIRS" "tBodyGyroJerkMag" "mean" "" -0.664713625172414
"1166" 26 "WALKING_DOWNSTAIRS" "tBodyGyroJerkMag" "mean" "" -0.4187798104
"1167" 27 "WALKING_DOWNSTAIRS" "tBodyGyroJerkMag" "mean" "" -0.440546586136364
"1168" 28 "WALKING_DOWNSTAIRS" "tBodyGyroJerkMag" "mean" "" -0.340417305565217
"1169" 29 "WALKING_DOWNSTAIRS" "tBodyGyroJerkMag" "mean" "" -0.539174456458333
"1170" 30 "WALKING_DOWNSTAIRS" "tBodyGyroJerkMag" "mean" "" -0.574337006451613
"1171" 1 "SITTING" "tBodyGyroJerkMag" "mean" "" -0.991976341276596
"1172" 2 "SITTING" "tBodyGyroJerkMag" "mean" "" -0.991081493913043
"1173" 3 "SITTING" "tBodyGyroJerkMag" "mean" "" -0.977998051923077
"1174" 4 "SITTING" "tBodyGyroJerkMag" "mean" "" -0.9804904618
"1175" 5 "SITTING" "tBodyGyroJerkMag" "mean" "" -0.973848287045455
"1176" 6 "SITTING" "tBodyGyroJerkMag" "mean" "" -0.962929227818182
"1177" 7 "SITTING" "tBodyGyroJerkMag" "mean" "" -0.981665122291667
"1178" 8 "SITTING" "tBodyGyroJerkMag" "mean" "" -0.991807428043478
"1179" 9 "SITTING" "tBodyGyroJerkMag" "mean" "" -0.9733641366
"1180" 10 "SITTING" "tBodyGyroJerkMag" "mean" "" -0.993707487592593
"1181" 11 "SITTING" "tBodyGyroJerkMag" "mean" "" -0.989519031132076
"1182" 12 "SITTING" "tBodyGyroJerkMag" "mean" "" -0.980392337647059
"1183" 13 "SITTING" "tBodyGyroJerkMag" "mean" "" -0.992604304489796
"1184" 14 "SITTING" "tBodyGyroJerkMag" "mean" "" -0.988317606666667
"1185" 15 "SITTING" "tBodyGyroJerkMag" "mean" "" -0.992188893898305
"1186" 16 "SITTING" "tBodyGyroJerkMag" "mean" "" -0.992444606231884
"1187" 17 "SITTING" "tBodyGyroJerkMag" "mean" "" -0.996334795
"1188" 18 "SITTING" "tBodyGyroJerkMag" "mean" "" -0.994873439824561
"1189" 19 "SITTING" "tBodyGyroJerkMag" "mean" "" -0.989450316575342
"1190" 20 "SITTING" "tBodyGyroJerkMag" "mean" "" -0.983010276060606
"1191" 21 "SITTING" "tBodyGyroJerkMag" "mean" "" -0.990307349882353
"1192" 22 "SITTING" "tBodyGyroJerkMag" "mean" "" -0.98547603483871
"1193" 23 "SITTING" "tBodyGyroJerkMag" "mean" "" -0.986514066029412
"1194" 24 "SITTING" "tBodyGyroJerkMag" "mean" "" -0.991306424705882
"1195" 25 "SITTING" "tBodyGyroJerkMag" "mean" "" -0.99286465
"1196" 26 "SITTING" "tBodyGyroJerkMag" "mean" "" -0.994466446282051
"1197" 27 "SITTING" "tBodyGyroJerkMag" "mean" "" -0.994034710714286
"1198" 28 "SITTING" "tBodyGyroJerkMag" "mean" "" -0.981213159305556
"1199" 29 "SITTING" "tBodyGyroJerkMag" "mean" "" -0.995392308166667
"1200" 30 "SITTING" "tBodyGyroJerkMag" "mean" "" -0.993737388225806
"1201" 1 "STANDING" "tBodyGyroJerkMag" "mean" "" -0.994966790566038
"1202" 2 "STANDING" "tBodyGyroJerkMag" "mean" "" -0.983951904259259
"1203" 3 "STANDING" "tBodyGyroJerkMag" "mean" "" -0.962339339672131
"1204" 4 "STANDING" "tBodyGyroJerkMag" "mean" "" -0.967614073928571
"1205" 5 "STANDING" "tBodyGyroJerkMag" "mean" "" -0.958405900892857
"1206" 6 "STANDING" "tBodyGyroJerkMag" "mean" "" -0.963406222982456
"1207" 7 "STANDING" "tBodyGyroJerkMag" "mean" "" -0.977377083018868
"1208" 8 "STANDING" "tBodyGyroJerkMag" "mean" "" -0.987580587777778
"1209" 9 "STANDING" "tBodyGyroJerkMag" "mean" "" -0.969824044222222
"1210" 10 "STANDING" "tBodyGyroJerkMag" "mean" "" -0.971637661590909
"1211" 11 "STANDING" "tBodyGyroJerkMag" "mean" "" -0.993428183617021
"1212" 12 "STANDING" "tBodyGyroJerkMag" "mean" "" -0.969289973606557
"1213" 13 "STANDING" "tBodyGyroJerkMag" "mean" "" -0.983637634912281
"1214" 14 "STANDING" "tBodyGyroJerkMag" "mean" "" -0.974873328
"1215" 15 "STANDING" "tBodyGyroJerkMag" "mean" "" -0.984407077924528
"1216" 16 "STANDING" "tBodyGyroJerkMag" "mean" "" -0.992848576025641
"1217" 17 "STANDING" "tBodyGyroJerkMag" "mean" "" -0.993672973717949
"1218" 18 "STANDING" "tBodyGyroJerkMag" "mean" "" -0.988685954931507
"1219" 19 "STANDING" "tBodyGyroJerkMag" "mean" "" -0.985801637671233
"1220" 20 "STANDING" "tBodyGyroJerkMag" "mean" "" -0.94793650109589
"1221" 21 "STANDING" "tBodyGyroJerkMag" "mean" "" -0.976857084157303
"1222" 22 "STANDING" "tBodyGyroJerkMag" "mean" "" -0.978603529206349
"1223" 23 "STANDING" "tBodyGyroJerkMag" "mean" "" -0.9763992525
"1224" 24 "STANDING" "tBodyGyroJerkMag" "mean" "" -0.982387268985507
"1225" 25 "STANDING" "tBodyGyroJerkMag" "mean" "" -0.985091991216216
"1226" 26 "STANDING" "tBodyGyroJerkMag" "mean" "" -0.98854482527027
"1227" 27 "STANDING" "tBodyGyroJerkMag" "mean" "" -0.989532103875
"1228" 28 "STANDING" "tBodyGyroJerkMag" "mean" "" -0.959681019113924
"1229" 29 "STANDING" "tBodyGyroJerkMag" "mean" "" -0.992144698923077
"1230" 30 "STANDING" "tBodyGyroJerkMag" "mean" "" -0.972995273898305
"1231" 1 "LAYING" "tBodyGyroJerkMag" "mean" "" -0.96346103
"1232" 2 "LAYING" "tBodyGyroJerkMag" "mean" "" -0.991767074166667
"1233" 3 "LAYING" "tBodyGyroJerkMag" "mean" "" -0.98671362516129
"1234" 4 "LAYING" "tBodyGyroJerkMag" "mean" "" -0.985068502037037
"1235" 5 "LAYING" "tBodyGyroJerkMag" "mean" "" -0.9864194225
"1236" 6 "LAYING" "tBodyGyroJerkMag" "mean" "" -0.955645738245614
"1237" 7 "LAYING" "tBodyGyroJerkMag" "mean" "" -0.983008829038462
"1238" 8 "LAYING" "tBodyGyroJerkMag" "mean" "" -0.978438191296296
"1239" 9 "LAYING" "tBodyGyroJerkMag" "mean" "" -0.964524819
"1240" 10 "LAYING" "tBodyGyroJerkMag" "mean" "" -0.970830848965517
"1241" 11 "LAYING" "tBodyGyroJerkMag" "mean" "" -0.990641248245614
"1242" 12 "LAYING" "tBodyGyroJerkMag" "mean" "" -0.971067768833333
"1243" 13 "LAYING" "tBodyGyroJerkMag" "mean" "" -0.98544626483871
"1244" 14 "LAYING" "tBodyGyroJerkMag" "mean" "" -0.975621183137255
"1245" 15 "LAYING" "tBodyGyroJerkMag" "mean" "" -0.983235025416667
"1246" 16 "LAYING" "tBodyGyroJerkMag" "mean" "" -0.990839526285714
"1247" 17 "LAYING" "tBodyGyroJerkMag" "mean" "" -0.985542411126761
"1248" 18 "LAYING" "tBodyGyroJerkMag" "mean" "" -0.993095122615385
"1249" 19 "LAYING" "tBodyGyroJerkMag" "mean" "" -0.985342497710843
"1250" 20 "LAYING" "tBodyGyroJerkMag" "mean" "" -0.986749500882353
"1251" 21 "LAYING" "tBodyGyroJerkMag" "mean" "" -0.985915906888889
"1252" 22 "LAYING" "tBodyGyroJerkMag" "mean" "" -0.981716936388889
"1253" 23 "LAYING" "tBodyGyroJerkMag" "mean" "" -0.984557478611111
"1254" 24 "LAYING" "tBodyGyroJerkMag" "mean" "" -0.982780873888889
"1255" 25 "LAYING" "tBodyGyroJerkMag" "mean" "" -0.969783262465753
"1256" 26 "LAYING" "tBodyGyroJerkMag" "mean" "" -0.99219798
"1257" 27 "LAYING" "tBodyGyroJerkMag" "mean" "" -0.994355043783784
"1258" 28 "LAYING" "tBodyGyroJerkMag" "mean" "" -0.978220270625
"1259" 29 "LAYING" "tBodyGyroJerkMag" "mean" "" -0.997322526811594
"1260" 30 "LAYING" "tBodyGyroJerkMag" "mean" "" -0.985086413428571
"1261" 1 "WALKING" "tBodyGyroMag" "mean" "" -0.160979552536842
"1262" 2 "WALKING" "tBodyGyroMag" "mean" "" -0.446549092881356
"1263" 3 "WALKING" "tBodyGyroMag" "mean" "" -0.466411754137931
"1264" 4 "WALKING" "tBodyGyroMag" "mean" "" -0.49779220106
"1265" 5 "WALKING" "tBodyGyroMag" "mean" "" -0.355933083571429
"1266" 6 "WALKING" "tBodyGyroMag" "mean" "" -0.281207841122807
"1267" 7 "WALKING" "tBodyGyroMag" "mean" "" -0.305959351403509
"1268" 8 "WALKING" "tBodyGyroMag" "mean" "" -0.00310243820125
"1269" 9 "WALKING" "tBodyGyroMag" "mean" "" -0.294542266826923
"1270" 10 "WALKING" "tBodyGyroMag" "mean" "" -0.156458730358491
"1271" 11 "WALKING" "tBodyGyroMag" "mean" "" -0.421801673559322
"1272" 12 "WALKING" "tBodyGyroMag" "mean" "" -0.35593036512
"1273" 13 "WALKING" "tBodyGyroMag" "mean" "" -0.218669558421053
"1274" 14 "WALKING" "tBodyGyroMag" "mean" "" -0.137208741864407
"1275" 15 "WALKING" "tBodyGyroMag" "mean" "" -0.243711124444444
"1276" 16 "WALKING" "tBodyGyroMag" "mean" "" -0.485931932745098
"1277" 17 "WALKING" "tBodyGyroMag" "mean" "" -0.335009836885246
"1278" 18 "WALKING" "tBodyGyroMag" "mean" "" -0.500471147857143
"1279" 19 "WALKING" "tBodyGyroMag" "mean" "" 0.100045071430769
"1280" 20 "WALKING" "tBodyGyroMag" "mean" "" 0.0686275147882353
"1281" 21 "WALKING" "tBodyGyroMag" "mean" "" -0.284775644807692
"1282" 22 "WALKING" "tBodyGyroMag" "mean" "" -0.210608043717391
"1283" 23 "WALKING" "tBodyGyroMag" "mean" "" -0.0120968259523729
"1284" 24 "WALKING" "tBodyGyroMag" "mean" "" -0.403064156896552
"1285" 25 "WALKING" "tBodyGyroMag" "mean" "" -0.394362401351351
"1286" 26 "WALKING" "tBodyGyroMag" "mean" "" -0.392092024067797
"1287" 27 "WALKING" "tBodyGyroMag" "mean" "" -0.396638753684211
"1288" 28 "WALKING" "tBodyGyroMag" "mean" "" -0.310775945814815
"1289" 29 "WALKING" "tBodyGyroMag" "mean" "" -0.28057326754717
"1290" 30 "WALKING" "tBodyGyroMag" "mean" "" -0.0229640797463077
"1291" 1 "WALKING_UPSTAIRS" "tBodyGyroMag" "mean" "" -0.126735589969811
"1292" 2 "WALKING_UPSTAIRS" "tBodyGyroMag" "mean" "" -0.219713472958333
"1293" 3 "WALKING_UPSTAIRS" "tBodyGyroMag" "mean" "" -0.347321812220339
"1294" 4 "WALKING_UPSTAIRS" "tBodyGyroMag" "mean" "" -0.299779407884615
"1295" 5 "WALKING_UPSTAIRS" "tBodyGyroMag" "mean" "" -0.235516929306383
"1296" 6 "WALKING_UPSTAIRS" "tBodyGyroMag" "mean" "" -0.12912124415098
"1297" 7 "WALKING_UPSTAIRS" "tBodyGyroMag" "mean" "" -0.239099165627451
"1298" 8 "WALKING_UPSTAIRS" "tBodyGyroMag" "mean" "" 0.166447991
"1299" 9 "WALKING_UPSTAIRS" "tBodyGyroMag" "mean" "" -0.0833234490061224
"1300" 10 "WALKING_UPSTAIRS" "tBodyGyroMag" "mean" "" 0.0438573846851064
"1301" 11 "WALKING_UPSTAIRS" "tBodyGyroMag" "mean" "" -0.255048336944444
"1302" 12 "WALKING_UPSTAIRS" "tBodyGyroMag" "mean" "" -0.316561585961538
"1303" 13 "WALKING_UPSTAIRS" "tBodyGyroMag" "mean" "" -0.237182958116364
"1304" 14 "WALKING_UPSTAIRS" "tBodyGyroMag" "mean" "" 0.365779419444444
"1305" 15 "WALKING_UPSTAIRS" "tBodyGyroMag" "mean" "" -0.201217274
"1306" 16 "WALKING_UPSTAIRS" "tBodyGyroMag" "mean" "" -0.308260568039216
"1307" 17 "WALKING_UPSTAIRS" "tBodyGyroMag" "mean" "" -0.235191249091667
"1308" 18 "WALKING_UPSTAIRS" "tBodyGyroMag" "mean" "" -0.3691086
"1309" 19 "WALKING_UPSTAIRS" "tBodyGyroMag" "mean" "" -0.06161577145
"1310" 20 "WALKING_UPSTAIRS" "tBodyGyroMag" "mean" "" 0.0223302538235294
"1311" 21 "WALKING_UPSTAIRS" "tBodyGyroMag" "mean" "" -0.168982721146809
"1312" 22 "WALKING_UPSTAIRS" "tBodyGyroMag" "mean" "" -0.1280319236
"1313" 23 "WALKING_UPSTAIRS" "tBodyGyroMag" "mean" "" -0.156527148792745
"1314" 24 "WALKING_UPSTAIRS" "tBodyGyroMag" "mean" "" -0.33443583979661
"1315" 25 "WALKING_UPSTAIRS" "tBodyGyroMag" "mean" "" -0.3186346998
"1316" 26 "WALKING_UPSTAIRS" "tBodyGyroMag" "mean" "" -0.344427047636364
"1317" 27 "WALKING_UPSTAIRS" "tBodyGyroMag" "mean" "" -0.286145719598039
"1318" 28 "WALKING_UPSTAIRS" "tBodyGyroMag" "mean" "" -0.263415282690196
"1319" 29 "WALKING_UPSTAIRS" "tBodyGyroMag" "mean" "" 0.0439627677608163
"1320" 30 "WALKING_UPSTAIRS" "tBodyGyroMag" "mean" "" -0.113608367276923
"1321" 1 "WALKING_DOWNSTAIRS" "tBodyGyroMag" "mean" "" -0.0757412543673469
"1322" 2 "WALKING_DOWNSTAIRS" "tBodyGyroMag" "mean" "" -0.162188586930426
"1323" 3 "WALKING_DOWNSTAIRS" "tBodyGyroMag" "mean" "" -0.215294501244898
"1324" 4 "WALKING_DOWNSTAIRS" "tBodyGyroMag" "mean" "" -0.3466062928
"1325" 5 "WALKING_DOWNSTAIRS" "tBodyGyroMag" "mean" "" -0.218029835319149
"1326" 6 "WALKING_DOWNSTAIRS" "tBodyGyroMag" "mean" "" 0.0142677821595833
"1327" 7 "WALKING_DOWNSTAIRS" "tBodyGyroMag" "mean" "" -0.18874081887234
"1328" 8 "WALKING_DOWNSTAIRS" "tBodyGyroMag" "mean" "" 0.0993429744078947
"1329" 9 "WALKING_DOWNSTAIRS" "tBodyGyroMag" "mean" "" -0.168921400633333
"1330" 10 "WALKING_DOWNSTAIRS" "tBodyGyroMag" "mean" "" -0.0238468037578947
"1331" 11 "WALKING_DOWNSTAIRS" "tBodyGyroMag" "mean" "" -0.19788336026087
"1332" 12 "WALKING_DOWNSTAIRS" "tBodyGyroMag" "mean" "" -0.213351510686957
"1333" 13 "WALKING_DOWNSTAIRS" "tBodyGyroMag" "mean" "" -0.102114480531915
"1334" 14 "WALKING_DOWNSTAIRS" "tBodyGyroMag" "mean" "" 0.166340011842444
"1335" 15 "WALKING_DOWNSTAIRS" "tBodyGyroMag" "mean" "" -0.121686320740476
"1336" 16 "WALKING_DOWNSTAIRS" "tBodyGyroMag" "mean" "" -0.309820427234043
"1337" 17 "WALKING_DOWNSTAIRS" "tBodyGyroMag" "mean" "" -0.232641763307609
"1338" 18 "WALKING_DOWNSTAIRS" "tBodyGyroMag" "mean" "" -0.381022814727273
"1339" 19 "WALKING_DOWNSTAIRS" "tBodyGyroMag" "mean" "" 0.418004608615385
"1340" 20 "WALKING_DOWNSTAIRS" "tBodyGyroMag" "mean" "" 0.0938419436933333
"1341" 21 "WALKING_DOWNSTAIRS" "tBodyGyroMag" "mean" "" -0.184850019535556
"1342" 22 "WALKING_DOWNSTAIRS" "tBodyGyroMag" "mean" "" -0.161333309783333
"1343" 23 "WALKING_DOWNSTAIRS" "tBodyGyroMag" "mean" "" 0.0390915481555556
"1344" 24 "WALKING_DOWNSTAIRS" "tBodyGyroMag" "mean" "" -0.304965806363636
"1345" 25 "WALKING_DOWNSTAIRS" "tBodyGyroMag" "mean" "" -0.216082565601724
"1346" 26 "WALKING_DOWNSTAIRS" "tBodyGyroMag" "mean" "" -0.23531462282
"1347" 27 "WALKING_DOWNSTAIRS" "tBodyGyroMag" "mean" "" -0.164783206536364
"1348" 28 "WALKING_DOWNSTAIRS" "tBodyGyroMag" "mean" "" -0.068246324026087
"1349" 29 "WALKING_DOWNSTAIRS" "tBodyGyroMag" "mean" "" -0.122968108816667
"1350" 30 "WALKING_DOWNSTAIRS" "tBodyGyroMag" "mean" "" -0.095537320533871
"1351" 1 "SITTING" "tBodyGyroMag" "mean" "" -0.93089249
"1352" 2 "SITTING" "tBodyGyroMag" "mean" "" -0.946035087173913
"1353" 3 "SITTING" "tBodyGyroMag" "mean" "" -0.919354372307692
"1354" 4 "SITTING" "tBodyGyroMag" "mean" "" -0.9260633138
"1355" 5 "SITTING" "tBodyGyroMag" "mean" "" -0.934301646590909
"1356" 6 "SITTING" "tBodyGyroMag" "mean" "" -0.932703812181818
